time_bucket,North,South,East,West,hour,day_of_week,target_North,target_South,target_East,target_West
1549020,9,9,6,4,22,3,6.0,7.0,5.0,6.0
1549080,5,8,1,2,22,3,4.0,9.0,4.0,6.0
1549140,5,4,9,10,22,3,6.0,7.0,7.0,9.0
1549200,9,7,6,4,22,3,8.0,12.0,0.0,5.0
1549260,4,6,6,7,22,3,6.0,6.0,6.0,5.0
1549320,0,7,8,8,22,3,6.0,7.0,9.0,12.0
1549380,10,9,4,6,22,3,6.0,7.0,4.0,6.0
1549440,7,6,0,6,22,3,5.0,9.0,5.0,6.0
1549500,4,6,9,9,22,3,6.0,10.0,9.0,10.0
1549560,10,8,5,8,22,3,9.0,9.0,6.0,2.0
1549620,6,9,0,1,22,3,9.0,5.0,6.0,5.0
1549680,4,5,9,8,22,3,7.0,4.0,11.0,10.0
1549740,11,9,3,0,22,3,9.0,10.0,5.0,7.0
1549800,8,7,5,5,22,3,7.0,7.0,6.0,7.0
1549860,5,7,11,11,22,3,4.0,7.0,9.0,9.0
1549920,9,7,3,1,22,3,7.0,7.0,4.0,4.0
1549980,9,8,3,6,22,3,6.0,8.0,6.0,4.0
1550040,7,7,11,10,22,3,3.0,9.0,9.0,9.0
1550100,8,8,0,5,22,3,7.0,5.0,5.0,5.0
1550160,5,7,5,7,22,3,7.0,7.0,0.0,4.0
1550220,6,4,11,9,22,3,6.0,4.0,10.0,9.0
1550280,6,4,5,5,22,3,10.0,10.0,4.0,5.0
1550340,8,5,4,6,22,3,8.0,7.0,5.0,6.0
1550400,4,7,9,6,22,3,5.0,0.0,13.0,11.0
1550460,9,5,0,8,22,3,10.0,9.0,7.0,5.0
1550520,5,5,5,4,22,3,6.0,9.0,5.0,6.0
1550580,8,5,8,11,22,3,7.0,6.0,11.0,7.0
1550640,8,7,7,4,22,3,7.0,6.0,4.0,5.0
1550700,11,7,6,7,22,3,6.0,7.0,7.0,9.0
1550760,4,1,8,10,22,3,8.0,4.0,9.0,9.0
1550820,6,7,5,6,22,3,9.0,7.0,0.0,2.0
1550880,4,9,4,6,22,3,10.0,5.0,0.0,6.0
1550940,6,7,7,9,22,3,4.0,5.0,10.0,8.0
1551000,8,12,0,5,22,3,9.0,9.0,8.0,6.0
1551060,6,6,6,5,22,3,9.0,4.0,5.0,5.0
1551120,6,7,9,12,22,3,4.0,7.0,12.0,12.0
1551180,6,7,4,6,22,3,9.0,8.0,5.0,5.0
1551240,5,9,5,6,22,3,8.0,10.0,6.0,6.0
1551300,6,10,9,10,22,3,8.0,5.0,10.0,11.0
1551360,9,9,6,2,22,3,5.0,7.0,1.0,9.0
1551420,9,5,6,5,22,3,5.0,7.0,6.0,6.0
1551480,7,4,11,10,22,3,4.0,7.0,10.0,10.0
1551540,9,10,5,7,22,3,8.0,9.0,6.0,3.0
1551600,7,7,6,7,23,3,9.0,5.0,4.0,6.0
1551660,4,7,9,9,23,3,6.0,6.0,10.0,8.0
1551720,7,7,4,4,23,3,9.0,7.0,0.0,3.0
1551780,6,8,6,4,23,3,5.0,10.0,4.0,6.0
1551840,3,9,9,9,23,3,5.0,5.0,12.0,11.0
1551900,7,5,5,5,23,3,9.0,7.0,8.0,8.0
1551960,7,7,0,4,23,3,6.0,9.0,7.0,6.0
1552020,6,4,10,9,23,3,5.0,5.0,12.0,9.0
1552080,10,10,4,5,23,3,8.0,6.0,5.0,6.0
1552140,8,7,5,6,23,3,8.0,11.0,8.0,6.0
1552200,5,0,13,11,23,3,5.0,4.0,9.0,8.0
1552260,10,9,7,5,23,3,8.0,7.0,6.0,7.0
1552320,6,9,5,6,23,3,6.0,7.0,6.0,6.0
1552380,7,6,11,7,23,3,3.0,9.0,7.0,10.0
1552440,7,6,4,5,23,3,7.0,8.0,7.0,5.0
1552500,6,7,7,9,23,3,7.0,9.0,9.0,6.0
1552560,8,4,9,9,23,3,6.0,0.0,9.0,10.0
1552620,9,7,0,2,23,3,9.0,10.0,4.0,6.0
1552680,10,5,0,6,23,3,9.0,7.0,1.0,5.0
1552740,4,5,10,8,23,3,3.0,10.0,10.0,12.0
1552800,9,9,8,6,23,3,7.0,9.0,8.0,6.0
1552860,9,4,5,5,23,3,8.0,6.0,6.0,5.0
1552920,4,7,12,12,23,3,5.0,8.0,11.0,8.0
1552980,9,8,5,5,23,3,11.0,6.0,7.0,4.0
1553040,8,10,6,6,23,3,7.0,6.0,8.0,5.0
1553100,8,5,10,11,23,3,7.0,7.0,9.0,9.0
1553160,5,7,1,9,23,3,10.0,8.0,7.0,1.0
1553220,5,7,6,6,23,3,10.0,6.0,6.0,4.0
1553280,4,7,10,10,23,3,5.0,5.0,8.0,11.0
1553340,8,9,6,3,23,3,8.0,5.0,2.0,1.0
1553400,9,5,4,6,23,3,7.0,4.0,1.0,5.0
1553460,6,6,10,8,23,3,4.0,6.0,9.0,11.0
1553520,9,7,0,3,23,3,10.0,7.0,6.0,6.0
1553580,5,10,4,6,23,3,7.0,5.0,7.0,6.0
1553640,5,5,12,11,23,3,0.0,3.0,7.0,10.0
1553700,9,7,8,8,23,3,9.0,1.0,2.0,7.0
1553760,6,9,7,6,23,3,6.0,4.0,8.0,7.0
1553820,5,5,12,9,23,3,2.0,2.0,11.0,4.0
1553880,8,6,5,6,23,3,3.0,3.0,7.0,3.0
1553940,8,11,8,6,23,3,4.0,4.0,7.0,3.0
1554000,5,4,9,8,23,3,2.0,2.0,5.0,3.0
1554060,8,7,6,7,23,3,3.0,3.0,3.0,4.0
1554120,6,7,6,6,23,3,3.0,3.0,3.0,3.0
1554180,3,9,7,10,23,3,1.0,1.0,3.0,3.0
1554240,7,8,7,5,23,3,3.0,3.0,4.0,2.0
1554300,7,9,9,6,23,3,3.0,3.0,3.0,3.0
1554360,6,0,9,10,23,3,2.0,2.0,3.0,4.0
1554420,9,10,4,6,23,3,3.0,4.0,3.0,4.0
1554480,9,7,1,5,23,3,3.0,3.0,3.0,2.0
1554540,3,10,10,12,23,3,2.0,2.0,3.0,4.0
1554600,7,9,8,6,23,3,3.0,3.0,3.0,3.0
1554660,8,6,6,5,23,3,3.0,3.0,3.0,0.0
1554720,5,8,11,8,23,3,3.0,3.0,4.0,4.0
1554780,11,6,7,4,23,3,3.0,3.0,3.0,3.0
1554840,7,6,8,5,23,3,3.0,3.0,3.0,3.0
1554900,7,7,9,9,23,3,3.0,3.0,4.0,4.0
1554960,10,8,7,1,23,3,3.0,3.0,2.0,2.0
1555020,10,6,6,4,23,3,3.0,3.0,3.0,3.0
1555080,5,5,8,11,23,3,3.0,2.0,4.0,4.0
1555140,8,5,2,1,23,3,2.0,2.0,2.0,2.0
1555200,7,4,1,5,0,4,3.0,3.0,3.0,3.0
1555260,4,6,9,11,0,4,2.0,4.0,3.0,3.0
1555320,10,7,6,6,0,4,3.0,2.0,0.0,1.0
1555380,7,5,7,6,0,4,2.0,3.0,3.0,4.0
1555440,0,3,7,10,0,4,3.0,4.0,5.0,5.0
1555500,9,1,2,7,0,4,3.0,2.0,2.0,2.0
1555560,6,4,8,7,0,4,2.0,1.0,3.0,1.0
1555620,2,2,11,4,0,4,4.0,4.0,4.0,6.0
1555680,3,3,7,3,0,4,3.0,3.0,0.0,3.0
1555740,4,4,7,3,0,4,1.0,1.0,0.0,1.0
1555800,2,2,5,3,0,4,4.0,3.0,5.0,4.0
1555860,3,3,3,4,0,4,3.0,3.0,3.0,3.0
1555920,3,3,3,3,0,4,2.0,3.0,0.0,2.0
1555980,1,1,3,3,0,4,4.0,3.0,5.0,3.0
1556040,3,3,4,2,0,4,3.0,3.0,0.0,3.0
1556100,3,3,3,3,0,4,3.0,3.0,3.0,0.0
1556160,2,2,3,4,0,4,3.0,2.0,2.0,5.0
1556220,3,4,3,4,0,4,3.0,3.0,2.0,3.0
1556280,3,3,3,2,0,4,3.0,3.0,3.0,3.0
1556340,2,2,3,4,0,4,2.0,2.0,3.0,3.0
1556400,3,3,3,3,0,4,3.0,3.0,2.0,3.0
1556460,3,3,3,0,0,4,3.0,4.0,4.0,3.0
1556520,3,3,4,4,0,4,2.0,2.0,2.0,3.0
1556580,3,3,3,3,0,4,3.0,3.0,3.0,2.0
1556640,3,3,3,3,0,4,4.0,4.0,4.0,3.0
1556700,3,3,4,4,0,4,1.0,2.0,2.0,2.0
1556760,3,3,2,2,0,4,3.0,3.0,2.0,2.0
1556820,3,3,3,3,0,4,4.0,3.0,2.0,4.0
1556880,3,2,4,4,0,4,2.0,1.0,2.0,2.0
1556940,2,2,2,2,0,4,3.0,2.0,1.0,4.0
1557000,3,3,3,3,0,4,4.0,4.0,4.0,4.0
1557060,2,4,3,3,0,4,1.0,2.0,2.0,3.0
1557120,3,2,0,1,0,4,3.0,3.0,2.0,2.0
1557180,2,3,3,4,0,4,3.0,4.0,3.0,4.0
1557240,3,4,5,5,0,4,2.0,2.0,2.0,3.0
1557300,3,2,2,2,0,4,3.0,2.0,3.0,4.0
1557360,2,1,3,1,0,4,4.0,3.0,3.0,3.0
1557420,4,4,4,6,0,4,3.0,3.0,3.0,3.0
1557480,3,3,0,3,0,4,3.0,2.0,3.0,1.0
1557540,1,1,0,1,0,4,2.0,4.0,3.0,3.0
1557600,4,3,5,4,0,4,2.0,3.0,3.0,2.0
1557660,3,3,3,3,0,4,3.0,2.0,3.0,2.0
1557720,2,3,0,2,0,4,3.0,2.0,3.0,2.0
1557780,4,3,5,3,0,4,3.0,3.0,3.0,2.0
1557840,3,3,0,3,0,4,3.0,3.0,3.0,3.0
1557900,3,3,3,0,0,4,2.0,3.0,2.0,3.0
1557960,3,2,2,5,0,4,3.0,3.0,3.0,3.0
1558020,3,3,2,3,0,4,3.0,3.0,1.0,3.0
1558080,3,3,3,3,0,4,3.0,4.0,3.0,3.0
1558140,2,2,3,3,0,4,2.0,3.0,3.0,3.0
1558200,3,3,2,3,0,4,3.0,3.0,3.0,2.0
1558260,3,4,4,3,0,4,3.0,3.0,2.0,2.0
1558320,2,2,2,3,0,4,1.0,2.0,3.0,3.0
1558380,3,3,3,2,0,4,4.0,3.0,4.0,2.0
1558440,4,4,4,3,0,4,3.0,2.0,2.0,2.0
1558500,1,2,2,2,0,4,2.0,2.0,4.0,3.0
1558560,3,3,2,2,0,4,3.0,3.0,2.0,3.0
1558620,4,3,2,4,0,4,3.0,3.0,2.0,2.0
1558680,2,1,2,2,0,4,3.0,3.0,3.0,3.0
1558740,3,2,1,4,0,4,3.0,3.0,2.0,2.0
1558800,4,4,4,4,1,4,3.0,2.0,1.0,2.0
1558860,1,2,2,3,1,4,3.0,3.0,4.0,4.0
1558920,3,3,2,2,1,4,3.0,3.0,3.0,2.0
1558980,3,4,3,4,1,4,3.0,3.0,2.0,2.0
1559040,2,2,2,3,1,4,3.0,3.0,4.0,4.0
1559100,3,2,3,4,1,4,3.0,3.0,3.0,2.0
1559160,4,3,3,3,1,4,3.0,3.0,2.0,2.0
1559220,3,3,3,3,1,4,3.0,3.0,3.0,3.0
1559280,3,2,3,1,1,4,3.0,3.0,3.0,3.0
1559340,2,4,3,3,1,4,4.0,3.0,3.0,2.0
1559400,2,3,3,2,1,4,3.0,2.0,2.0,3.0
1559460,3,2,3,2,1,4,3.0,3.0,3.0,3.0
1559520,3,2,3,2,1,4,4.0,2.0,3.0,3.0
1559580,3,3,3,2,1,4,1.0,3.0,4.0,2.0
1559640,3,3,3,3,1,4,4.0,4.0,2.0,3.0
1559700,2,3,2,3,1,4,3.0,3.0,4.0,2.0
1559760,3,3,3,3,1,4,3.0,3.0,3.0,3.0
1559820,3,3,1,3,1,4,3.0,3.0,2.0,3.0
1559880,3,4,3,3,1,4,4.0,4.0,4.0,4.0
1559940,2,3,3,3,1,4,2.0,1.0,2.0,2.0
1560000,3,3,3,2,1,4,3.0,3.0,2.0,3.0
1560060,3,3,2,2,1,4,4.0,3.0,2.0,4.0
1560120,1,2,3,3,1,4,3.0,3.0,3.0,3.0
1560180,4,3,4,2,1,4,2.0,3.0,3.0,2.0
1560240,3,2,2,2,1,4,4.0,3.0,4.0,4.0
1560300,2,2,4,3,1,4,3.0,3.0,3.0,2.0
1560360,3,3,2,3,1,4,3.0,3.0,2.0,0.0
1560420,3,3,2,2,1,4,4.0,4.0,4.0,3.0
1560480,3,3,3,3,1,4,2.0,3.0,3.0,3.0
1560540,3,3,2,2,1,4,3.0,3.0,3.0,2.0
1560600,3,2,1,2,1,4,3.0,3.0,3.0,4.0
1560660,3,3,4,4,1,4,3.0,3.0,3.0,3.0
1560720,3,3,3,2,1,4,4.0,4.0,4.0,3.0
1560780,3,3,2,2,1,4,3.0,2.0,2.0,2.0
1560840,3,3,4,4,1,4,3.0,2.0,3.0,2.0
1560900,3,3,3,2,1,4,4.0,4.0,3.0,3.0
1560960,3,3,2,2,1,4,2.0,3.0,2.0,2.0
1561020,3,3,3,3,1,4,2.0,2.0,3.0,3.0
1561080,3,3,3,3,1,4,5.0,5.0,4.0,4.0
1561140,4,3,3,2,1,4,1.0,1.0,2.0,2.0
1561200,3,2,2,3,1,4,1.0,2.0,3.0,3.0
1561260,3,3,3,3,1,4,5.0,5.0,4.0,4.0
1561320,4,2,3,3,1,4,2.0,1.0,2.0,2.0
1561380,1,3,4,2,1,4,2.0,4.0,3.0,3.0
1561440,4,4,2,3,1,4,5.0,5.0,4.0,4.0
1561500,3,3,4,2,1,4,2.0,2.0,1.0,1.0
1561560,3,3,3,3,1,4,3.0,3.0,3.0,3.0
1561620,3,3,2,3,1,4,5.0,5.0,3.0,4.0
1561680,4,4,4,4,1,4,2.0,2.0,2.0,2.0
1561740,2,1,2,2,1,4,2.0,4.0,3.0,3.0
1561800,3,3,2,3,1,4,5.0,5.0,3.0,4.0
1561860,4,3,2,4,1,4,2.0,2.0,2.0,1.0
1561920,3,3,3,3,1,4,1.0,2.0,3.0,2.0
1561980,2,3,3,2,1,4,2.0,4.0,3.0,2.0
1562040,4,3,4,4,1,4,3.0,3.0,3.0,3.0
1562100,3,3,3,2,1,4,2.0,3.0,3.0,2.0
1562160,3,3,2,0,1,4,4.0,4.0,2.0,2.0
1562220,4,4,4,3,1,4,3.0,2.0,2.0,2.0
1562280,2,3,3,3,1,4,2.0,3.0,2.0,3.0
1562340,3,3,3,2,1,4,4.0,4.0,2.0,3.0
1562400,3,3,3,4,2,4,3.0,3.0,3.0,3.0
1562460,3,3,3,3,2,4,2.0,3.0,4.0,3.0
1562520,4,4,4,3,2,4,3.0,4.0,3.0,3.0
1562580,3,2,2,2,2,4,2.0,2.0,2.0,2.0
1562640,3,2,3,2,2,4,1.0,1.0,3.0,3.0
1562700,4,4,3,3,2,4,4.0,4.0,3.0,2.0
1562760,2,3,2,2,2,4,3.0,3.0,2.0,3.0
1562820,2,2,3,3,2,4,0.0,3.0,3.0,3.0
1562880,5,5,4,4,2,4,2.0,2.0,1.0,2.0
1562940,1,1,2,2,2,4,3.0,3.0,3.0,3.0
1563000,1,2,3,3,2,4,0.0,0.0,4.0,4.0
1563060,5,5,4,4,2,4,2.0,2.0,1.0,1.0
1563120,2,1,2,2,2,4,3.0,3.0,3.0,2.0
1563180,2,4,3,3,2,4,4.0,3.0,4.0,4.0
1563240,5,5,4,4,2,4,2.0,2.0,2.0,2.0
1563300,2,2,1,1,2,4,4.0,4.0,2.0,3.0
1563360,3,3,3,3,2,4,3.0,3.0,3.0,3.0
1563420,5,5,3,4,2,4,2.0,2.0,2.0,2.0
1563480,2,2,2,2,2,4,4.0,3.0,4.0,3.0
1563540,2,4,3,3,2,4,2.0,3.0,3.0,3.0
1563600,5,5,3,4,2,4,2.0,3.0,2.0,2.0
1563660,2,2,2,1,2,4,4.0,3.0,3.0,3.0
1563720,1,2,3,2,2,4,3.0,3.0,3.0,3.0
1563780,2,4,3,2,2,4,3.0,3.0,2.0,3.0
1563840,3,3,3,3,2,4,2.0,3.0,3.0,3.0
1563900,2,3,3,2,2,4,3.0,3.0,3.0,3.0
1563960,4,4,2,2,2,4,3.0,3.0,2.0,3.0
1564020,3,2,2,2,2,4,2.0,3.0,3.0,3.0
1564080,2,3,2,3,2,4,3.0,3.0,3.0,3.0
1564140,4,4,2,3,2,4,3.0,3.0,4.0,3.0
1564200,3,3,3,3,2,4,2.0,3.0,2.0,3.0
1564260,2,3,4,3,2,4,2.0,3.0,3.0,3.0
1564320,3,4,3,3,2,4,3.0,3.0,3.0,1.0
1564380,2,2,2,2,2,4,2.0,2.0,2.0,2.0
1564440,1,1,3,3,2,4,3.0,3.0,3.0,3.0
1564500,4,4,3,2,2,4,3.0,4.0,4.0,4.0
1564560,3,3,2,3,2,4,2.0,2.0,2.0,2.0
1564620,0,3,3,3,2,4,1.0,2.0,2.0,2.0
1564680,2,2,1,2,2,4,3.0,3.0,4.0,3.0
1564740,3,3,3,3,2,4,3.0,3.0,3.0,3.0
1564800,0,0,4,4,2,4,1.0,2.0,2.0,2.0
1564860,2,2,1,1,2,4,3.0,3.0,3.0,4.0
1564920,3,3,3,2,2,4,3.0,2.0,3.0,3.0
1564980,4,3,4,4,2,4,3.0,1.0,2.0,2.0
1565040,2,2,2,2,2,4,3.0,3.0,1.0,3.0
1565100,4,4,2,3,2,4,2.0,2.0,3.0,3.0
1565160,3,3,3,3,2,4,2.0,2.0,2.0,2.0
1565220,2,2,2,2,2,4,3.0,3.0,3.0,3.0
1565280,4,3,4,3,2,4,2.0,2.0,3.0,3.0
1565340,2,3,3,3,2,4,3.0,3.0,3.0,4.0
1565400,2,3,2,2,2,4,2.0,3.0,2.0,3.0
1565460,4,3,3,3,2,4,3.0,2.0,3.0,3.0
1565520,3,3,3,3,2,4,3.0,4.0,4.0,4.0
1565580,3,3,2,3,2,4,2.0,2.0,1.0,1.0
1565640,2,3,3,3,2,4,2.0,3.0,2.0,2.0
1565700,3,3,3,3,2,4,4.0,3.0,5.0,5.0
1565760,3,3,2,3,2,4,2.0,2.0,1.0,2.0
1565820,2,3,3,3,2,4,3.0,2.0,3.0,3.0
1565880,3,3,3,3,2,4,4.0,3.0,5.0,5.0
1565940,3,3,4,3,2,4,2.0,2.0,2.0,1.0
1566000,2,3,2,3,3,4,3.0,2.0,2.0,2.0
1566060,2,3,3,3,3,4,4.0,4.0,5.0,4.0
1566120,3,3,3,1,3,4,2.0,2.0,1.0,2.0
1566180,2,2,2,2,3,4,2.0,3.0,3.0,2.0
1566240,3,3,3,3,3,4,3.0,4.0,5.0,5.0
1566300,3,4,4,4,3,4,2.0,2.0,1.0,1.0
1566360,2,2,2,2,3,4,4.0,3.0,3.0,3.0
1566420,1,2,2,2,3,4,1.0,1.0,4.0,5.0
1566480,3,3,4,3,3,4,3.0,3.0,3.0,1.0
1566540,3,3,3,3,3,4,2.0,1.0,2.0,2.0
1566600,1,2,2,2,3,4,4.0,3.0,4.0,4.0
1566660,3,3,3,4,3,4,3.0,3.0,3.0,3.0
1566720,3,2,3,3,3,4,3.0,3.0,2.0,3.0
1566780,3,1,2,2,3,4,3.0,3.0,4.0,4.0
1566840,3,3,1,3,3,4,3.0,3.0,2.0,3.0
1566900,2,2,3,3,3,4,3.0,3.0,3.0,2.0
1566960,2,2,2,2,3,4,3.0,3.0,4.0,4.0
1567020,3,3,3,3,3,4,3.0,3.0,3.0,3.0
1567080,2,2,3,3,3,4,3.0,3.0,2.0,3.0
1567140,3,3,3,4,3,4,3.0,3.0,4.0,4.0
1567200,2,3,2,3,3,4,3.0,3.0,2.0,2.0
1567260,3,2,3,3,3,4,3.0,3.0,4.0,3.0
1567320,3,4,4,4,3,4,3.0,3.0,4.0,4.0
1567380,2,2,1,1,3,4,3.0,3.0,3.0,2.0
1567440,2,3,2,2,3,4,4.0,4.0,2.0,4.0
1567500,4,3,5,5,3,4,2.0,2.0,3.0,3.0
1567560,2,2,1,2,3,4,3.0,4.0,2.0,2.0
1567620,3,2,3,3,3,4,3.0,3.0,4.0,4.0
1567680,4,3,5,5,3,4,3.0,2.0,3.0,3.0
1567740,2,2,2,1,3,4,4.0,4.0,2.0,3.0
1567800,3,2,2,2,3,4,3.0,3.0,3.0,3.0
1567860,4,4,5,4,3,4,2.0,2.0,3.0,3.0
1567920,2,2,1,2,3,4,4.0,4.0,4.0,4.0
1567980,2,3,3,2,3,4,3.0,3.0,3.0,2.0
1568040,3,4,5,5,3,4,2.0,1.0,3.0,3.0
1568100,2,2,1,1,3,4,2.0,3.0,3.0,3.0
1568160,4,3,3,3,3,4,3.0,2.0,3.0,2.0
1568220,1,1,4,5,3,4,2.0,2.0,3.0,3.0
1568280,3,3,3,1,3,4,3.0,3.0,3.0,3.0
1568340,2,1,2,2,3,4,3.0,3.0,3.0,3.0
1568400,4,3,4,4,3,4,3.0,2.0,3.0,4.0
1568460,3,3,3,3,3,4,3.0,3.0,2.0,2.0
1568520,3,3,2,3,3,4,2.0,3.0,3.0,2.0
1568580,3,3,4,4,3,4,3.0,2.0,4.0,4.0
1568640,3,3,2,3,3,4,3.0,2.0,1.0,1.0
1568700,3,3,3,2,3,4,3.0,3.0,3.0,3.0
1568760,3,3,4,4,3,4,3.0,3.0,5.0,5.0
1568820,3,3,3,3,3,4,2.0,2.0,1.0,3.0
1568880,3,3,2,3,3,4,3.0,3.0,2.0,3.0
1568940,3,3,4,4,3,4,2.0,1.0,4.0,5.0
1569000,3,3,2,2,3,4,2.0,2.0,2.0,2.0
1569060,3,3,4,3,3,4,3.0,3.0,2.0,3.0
1569120,3,3,4,4,3,4,2.0,3.0,5.0,4.0
1569180,3,3,3,2,3,4,2.0,2.0,2.0,0.0
1569240,4,4,2,4,3,4,1.0,2.0,0.0,3.0
1569300,2,2,3,3,3,4,3.0,1.0,5.0,4.0
1569360,3,4,2,2,3,4,3.0,3.0,0.0,2.0
1569420,3,3,4,4,3,4,2.0,2.0,3.0,0.0
1569480,3,2,3,3,3,4,3.0,3.0,4.0,5.0
1569540,4,4,2,3,3,4,3.0,3.0,2.0,3.0
1569600,3,3,3,3,4,4,2.0,3.0,0.0,3.0
1569660,2,2,3,3,4,4,3.0,3.0,5.0,4.0
1569720,4,4,4,4,4,4,3.0,3.0,0.0,3.0
1569780,3,3,3,2,4,4,2.0,2.0,3.0,3.0
1569840,2,1,3,3,4,4,2.0,3.0,3.0,3.0
1569900,2,3,3,3,4,4,3.0,3.0,3.0,3.0
1569960,3,2,3,2,4,4,2.0,3.0,3.0,2.0
1570020,2,2,3,3,4,4,1.0,3.0,3.0,3.0
1570080,3,3,3,3,4,4,3.0,3.0,3.0,3.0
1570140,3,3,3,3,4,4,4.0,4.0,3.0,4.0
1570200,3,2,3,4,4,4,1.0,2.0,2.0,2.0
1570260,3,3,2,2,4,4,2.0,3.0,4.0,3.0
1570320,2,3,3,2,4,4,4.0,4.0,4.0,4.0
1570380,3,2,4,4,4,4,1.0,2.0,2.0,3.0
1570440,3,2,1,1,4,4,3.0,2.0,2.0,1.0
1570500,3,3,3,3,4,4,4.0,4.0,4.0,4.0
1570560,3,3,5,5,4,4,2.0,2.0,2.0,2.0
1570620,2,2,1,3,4,4,2.0,2.0,2.0,2.0
1570680,3,3,2,3,4,4,4.0,4.0,3.0,4.0
1570740,2,1,4,5,4,4,2.0,1.0,2.0,2.0
1570800,2,2,2,2,4,4,3.0,3.0,3.0,2.0
1570860,3,3,2,3,4,4,4.0,4.0,4.0,3.0
1570920,2,3,5,4,4,4,2.0,1.0,2.0,2.0
1570980,2,2,2,0,4,4,3.0,3.0,3.0,3.0
1571040,1,2,0,3,4,4,4.0,4.0,2.0,3.0
1571100,3,1,5,4,4,4,2.0,2.0,3.0,3.0
1571160,3,3,0,2,4,4,3.0,2.0,3.0,3.0
1571220,2,2,3,0,4,4,3.0,1.0,3.0,3.0
1571280,3,3,4,5,4,4,3.0,3.0,3.0,2.0
1571340,3,3,2,3,4,4,3.0,3.0,3.0,3.0
1571400,2,3,0,3,4,4,7.0,6.0,4.0,3.0
1571460,3,3,5,4,4,4,5.0,8.0,9.0,9.0
1571520,3,3,0,3,4,4,6.0,7.0,5.0,3.0
1571580,2,2,3,3,4,4,6.0,7.0,5.0,8.0
1571640,2,3,3,3,4,4,0.0,5.0,8.0,7.0
1571700,3,3,3,3,4,4,7.0,7.0,7.0,4.0
1571760,2,3,3,2,4,4,7.0,7.0,6.0,5.0
1571820,1,3,3,3,4,4,3.0,5.0,6.0,7.0
1571880,3,3,3,3,4,4,9.0,6.0,7.0,1.0
1571940,4,4,3,4,4,4,5.0,5.0,5.0,7.0
1572000,1,2,2,2,4,4,6.0,5.0,8.0,8.0
1572060,2,3,4,3,4,4,6.0,8.0,2.0,8.0
1572120,4,4,4,4,4,4,6.0,7.0,5.0,6.0
1572180,1,2,2,3,4,4,6.0,5.0,7.0,9.0
1572240,3,2,2,1,4,4,7.0,8.0,5.0,6.0
1572300,4,4,4,4,4,4,8.0,8.0,6.0,7.0
1572360,2,2,2,2,4,4,7.0,6.0,7.0,7.0
1572420,2,2,2,2,4,4,7.0,5.0,5.0,6.0
1572480,4,4,3,4,4,4,7.0,8.0,3.0,6.0
1572540,2,1,2,2,4,4,5.0,2.0,9.0,7.0
1572600,3,3,3,2,4,4,8.0,7.0,4.0,4.0
1572660,4,4,4,3,4,4,6.0,6.0,6.0,4.0
1572720,2,1,2,2,4,4,5.0,3.0,7.0,7.0
1572780,3,3,3,3,4,4,5.0,4.0,5.0,6.0
1572840,4,4,2,3,4,4,3.0,4.0,5.0,0.0
1572900,2,2,3,3,4,4,5.0,5.0,8.0,7.0
1572960,3,2,3,3,4,4,7.0,6.0,6.0,6.0
1573020,3,1,3,3,4,4,6.0,4.0,5.0,6.0
1573080,3,3,3,2,4,4,6.0,6.0,8.0,6.0
1573140,3,3,3,3,4,4,7.0,6.0,4.0,4.0
1573200,7,6,4,3,5,4,6.0,7.0,3.0,6.0
1573260,5,8,9,9,5,4,5.0,2.0,8.0,8.0
1573320,6,7,5,3,5,4,5.0,6.0,6.0,3.0
1573380,6,7,5,8,5,4,6.0,8.0,5.0,5.0
1573440,0,5,8,7,5,4,6.0,6.0,8.0,6.0
1573500,7,7,7,4,5,4,7.0,7.0,4.0,6.0
1573560,7,7,6,5,5,4,6.0,7.0,4.0,6.0
1573620,3,5,6,7,5,4,5.0,3.0,8.0,8.0
1573680,9,6,7,1,5,4,7.0,5.0,6.0,4.0
1573740,5,5,5,7,5,4,7.0,5.0,6.0,4.0
1573800,6,5,8,8,5,4,5.0,7.0,8.0,8.0
1573860,6,8,2,8,5,4,6.0,7.0,5.0,6.0
1573920,6,7,5,6,5,4,7.0,6.0,5.0,6.0
1573980,6,5,7,9,5,4,2.0,5.0,7.0,5.0
1574040,7,8,5,6,5,4,7.0,3.0,5.0,4.0
1574100,8,8,6,7,5,4,8.0,7.0,4.0,5.0
1574160,7,6,7,7,5,4,2.0,6.0,8.0,8.0
1574220,7,5,5,6,5,4,6.0,6.0,5.0,6.0
1574280,7,8,3,6,5,4,6.0,5.0,6.0,6.0
1574340,5,2,9,7,5,4,0.0,1.0,8.0,8.0
1574400,8,7,4,4,5,4,9.0,8.0,7.0,4.0
1574460,6,6,6,4,5,4,8.0,5.0,3.0,4.0
1574520,5,3,7,7,5,4,6.0,6.0,8.0,7.0
1574580,5,4,5,6,5,4,5.0,6.0,5.0,5.0
1574640,3,4,5,0,5,4,6.0,6.0,0.0,1.0
1574700,5,5,8,7,5,4,4.0,4.0,7.0,8.0
1574760,7,6,6,6,5,4,8.0,8.0,5.0,6.0
1574820,6,4,5,6,5,4,7.0,8.0,5.0,6.0
1574880,6,6,8,6,5,4,5.0,3.0,6.0,6.0
1574940,7,6,4,4,5,4,4.0,6.0,7.0,5.0
1575000,6,7,3,6,5,4,5.0,6.0,1.0,6.0
1575060,5,2,8,8,5,4,6.0,4.0,8.0,7.0
1575120,5,6,6,3,5,4,6.0,7.0,6.0,4.0
